iata,icao,name,location,time
MNE,YMUG,Mungeranie Airport,"Mungeranie, South Australia, Australia",UTC+09:30
MNF,NFMA,Mana Island Airport,"Mana Island, Fiji",UTC+12:00
MNG,YMGD,Maningrida Airport,"Maningrida, Northern Territory, Australia",UTC+09:30
MNH,,Al-Musannah Airport[1],"Al-Musannah, Oman",UTC+04:00
MNI,TRPG,John A. Osborne Airport,British Overseas Territory of Montserrat,UTC−04:00
MNJ,FMSM,Mananjary Airport,"Mananjary, Madagascar",UTC+03:00
MNK,NGMA,Maiana Airport,"Maiana, Kiribati",UTC+12:00
MNL,RPLL,Ninoy Aquino International Airport / Villamor Air Base,"Manila, Philippines",UTC+08:00
MNM,KMNM,Menominee-Marinette Twin County Airport,"Menominee, Michigan, United States",UTC−06:00
MNN,KMNN,Marion Municipal Airport,"Marion, Ohio, United States",UTC−05:00
MNO,FZRA,Manono Airport,"Manono, Democratic Republic of the Congo",UTC+02:00
MNP,,Maron Island Airport[1],"Maron Island, Papua New Guinea",UTC+10:00
MNQ,YMTO,Monto Airport,"Monto, Queensland, Australia",UTC+10:00
MNR,FLMG,Mongu Airport,"Mongu, Zambia",UTC+02:00
MNS,FLMA,Mansa Airport,"Mansa, Zambia",UTC+02:00
MNT,,Minto Al Wright Airport (FAA: 51Z),"Minto, Alaska, United States",UTC−09:00
MNU,VYMM,Mawlamyaing Airport,"Mawlamyine (Mawlamyaing), Myanmar",UTC+06:30
MNV,,Mount Valley Airport[1],"Mount Valley, Northern Territory, Australia",UTC+09:30
MNW,YMDS,MacDonald Downs Airport,"MacDonald Downs, Northern Territory, Australia",UTC+09:30
MNX,SBMY,Manicoré Airport,"Manicoré, Amazonas, Brazil",UTC−04:00
MNY,AGGO,Mono Airport,"Mono Island, Treasury Islands, Solomon Islands",UTC+11:00
MNZ,KHEF,Manassas Regional Airport (FAA: HEF),"Manassas, Virginia, United States",UTC−05:00
MOA,MUMO,Orestes Acosta Airport,"Moa, Cuba",UTC−05:00
MOB,KMOB,Mobile Regional Airport,"Mobile, Alabama, United States",UTC−06:00
MOC,SBMK,Montes Claros/Mário Ribeiro Airport,"Montes Claros, Minas Gerais, Brazil",UTC−03:00
MOD,KMOD,Modesto City–County Airport (Harry Sham Field),"Modesto, California, United States",UTC−08:00
MOE,VYMO,Momeik Airport,"Momeik, Myanmar",UTC+06:30
MOF,WATC,Frans Seda Airport (Wai Oti Airport),"Maumere, Indonesia",UTC+08:00
MOG,VYMS,Monghsat Airport,"Mong Hsat (Monghsat), Myanmar",UTC+06:30
MOH,,Maleo Airport,"Morowali, Indonesia",UTC+08:00
MOI,NCMR,Mitiaro Airport (Nukuroa Airport),"Mitiaro Island, Cook Islands",UTC−10:00
MOJ,MEMO,Moengo Airstrip,"Moengo, Suriname",UTC−03:00
MOK,UNTM,Muynak Airport,"Muynak, Uzbekistan",UTC+05:00
MOL,ENML,"Molde Airport, Årø","Molde, Norway",UTC+01:00
MOM,GQNL,Letfotar Airport,"Moudjeria, Mauritania",UTC±00:00
MON,NZMC,Mount Cook Aerodrome,"Mount Cook, New Zealand",UTC+12:00
MOO,YOOM,Moomba Airport,"Moomba, South Australia, Australia",UTC+09:30
MOP,KMOP,Mount Pleasant Municipal Airport,"Mount Pleasant, Michigan, United States",UTC−05:00
MOQ,FMMV,Morondava Airport[1],"Morondava, Madagascar",UTC+03:00
MOR,KMOR,Morristown Regional Airport (Moore–Murrell Airport),"Morristown, Tennessee, United States",UTC−05:00
MOS,,Moses Point Airport[1],"Elim, Alaska, United States",UTC−09:00
MOT,KMOT,Minot International Airport,"Minot, North Dakota, United States",UTC−06:00
MOU,PAMO,Mountain Village Airport,"Mountain Village, Alaska, United States",UTC−09:00
MOV,YMRB,Moranbah Airport,"Moranbah, Queensland, Australia",UTC+10:00
MOW[1],,metropolitan area3,"Moscow, Russia",UTC+03:00
MOX,KMOX,Morris Municipal Airport,"Morris, Minnesota, United States",UTC−06:00
MOY,,Monterrey Airport,"Monterrey, Colombia",UTC−05:00
MOZ,NTTM,Moorea Airport (Temae Airport),"Mo'orea, Windward Islands, French Polynesia",UTC−10:00
MPA,FYKM,Katima Mulilo Airport (Mpacha Airport),"Katima Mulilo, Namibia",UTC+01:00
MPB,,Miami Seaplane Base (FAA: X44),"Miami, Florida, United States",UTC−05:00
MPC,WIPU,Mukomuko Airport,"Muko-Muko, Indonesia",UTC+07:00
MPD,OPMP,Sindhri Airport,"Mirpur Khas, Pakistan",UTC+05:00
MPF,,Mapoda Airport,"Mapoda, Papua New Guinea",UTC+10:00
MPG,,Makini Airport,"Makini, Papua New Guinea",UTC+10:00
MPH,RPVE,Godofredo P. Ramos Airport (Caticlan Airport),"Malay, Philippines",UTC+08:00
MPI,,Mamitupu Airport,"Mamitupo, Panama",UTC−05:00
MPJ,KMPJ,Petit Jean Park Airport,"Morrilton, Arkansas, United States",UTC−06:00
MPL,LFMT,Montpellier–Méditerranée Airport (Fréjorgues Airport),"Montpellier, Languedoc-Roussillon, France",UTC+01:00
MPM,FQMA,Maputo International Airport,"Maputo, Mozambique",UTC+02:00
MPN,EGYP,RAF Mount Pleasant,British Overseas Territory of Falkland Islands,UTC−03:00
MPO,KMPO,Pocono Mountains Municipal Airport,"Mount Pocono, Pennsylvania, United States",UTC−05:00
MPP,,Mulatupo Airport,"Mulatupo, Panama",UTC−05:00
MPQ,OJMN,Ma'an Airport,"Ma'an, Jordan",UTC+02:00
MPR,KMPR,McPherson Airport,"McPherson, Kansas, United States",UTC−06:00
MPS,KOSA,Mount Pleasant Regional Airport[1] (FAA: OSA),"Mount Pleasant, Texas, United States",UTC−06:00
MPT,WPMN,Maliana Airport,"Maliana, East Timor",UTC+09:00
MPU,,Mabua Airstrip,"Mabua, Papua New Guinea",UTC+10:00
MPV,KMPV,Edward F. Knapp State Airport,"Barre / Montpelier, Vermont, United States",UTC−05:00
MPW,UKCM,Mariupol International Airport,"Mariupol, Ukraine",UTC+03:00
MPX,,Miyanmin Airport,"Miyanmin, Papua New Guinea",UTC+10:00
MPY,SOOA,Maripasoula Airport,"Maripasoula, French Guiana",UTC−03:00
MPZ,KMPZ,Mount Pleasant Municipal Airport,"Mount Pleasant, Iowa, United States",UTC−06:00
MQA,YMDI,Mandora Station Airport,"Mandora Station, Western Australia, Australia",UTC+08:00
MQB,KMQB,Macomb Municipal Airport,"Macomb, Illinois, United States",UTC−06:00
MQC,LFVM,Miquelon Airport,"Miquelon, Saint Pierre and Miquelon",UTC−03:00
MQD,SAVQ,Maquinchao Airport,"Maquinchao, Río Negro, Argentina",UTC−03:00
MQE,YMQA,Marqua Airport[1],"Marqua, Northern Territory, Australia",UTC+09:30
MQF,USCM,Magnitogorsk International Airport,"Magnitogorsk, Chelyabinsk Oblast5, Russia",UTC+05:00
MQG,FYMG,Midgard Airport[1],"Midgard, Namibia",UTC+01:00
MQH,SBMC,Minaçu Airport,"Minaçu, Goiás, Brazil",UTC−03:00
MQJ,UEMA,Moma Airport[1],"Khonuu, Yakutia, Russia",UTC+11:00
MQK,SLTI,San Matías Airport[1],"San Matías, Bolivia",UTC−04:00
MQL,YMIA,Mildura Airport,"Mildura, Victoria, Australia",UTC+10:00
MQM,LTCR,Mardin Airport,"Mardin, Turkey",UTC+03:00
MQN,ENRA,"Mo i Rana Airport, Røssvoll","Mo i Rana, Norway",UTC+01:00
MQO,,Malam Airport[1],"Malam, Papua New Guinea",UTC+10:00
MQP,FAKN,Kruger Mpumalanga International Airport,"Mbombela, South Africa",UTC+02:00
MQQ,FTTD,Moundou Airport,"Moundou, Chad",UTC+01:00
MQR,,Mosquera Airport[1],"Mosquera, Colombia",UTC−05:00
MQS,TVSM,Mustique Airport,"Mustique Island, Saint Vincent and the Grenadines",UTC−04:00
MQT,KSAW,Sawyer International Airport (FAA: SAW),"Marquette, Michigan, United States",UTC−05:00
MQU,SKQU,Mariquita Airport,"Mariquita, Colombia",UTC−05:00
MQV,,Mostaganem Airport[1],"Mostaganem, Algeria",UTC+01:00
MQW,KMQW,Telfair–Wheeler Airport,"McRae, Georgia, United States",UTC−05:00
MQX,HAMK,Alula Aba Nega Airport,"Mek'ele (Mekelle), Ethiopia",UTC+03:00
MQY,KMQY,Smyrna Airport,"Smyrna, Tennessee, United States",UTC−06:00
MQZ,YMGT,Margaret River Airport[1],"Margaret River, Western Australia, Australia",UTC+08:00
MRA,,Misrata Airport,"Misrata, Libya",UTC+02:00
MRB,KMRB,Eastern WV Regional Airport (Shepherd Field),"Martinsburg, West Virginia, United States",UTC−05:00
MRC,KMRC,Maury County Airport,"Columbia/Mount Pleasant, Tennessee, United States",UTC−06:00
MRD,SVMD,Alberto Carnevalli Airport,"Mérida, Venezuela",UTC−04:00
MRE,,Mara Serena Airport,"Maasai Mara, Kenya",UTC+03:00
MRF,KMRF,Marfa Municipal Airport,"Marfa, Texas, United States",UTC−06:00
MRG,YMBA,Mareeba Airfield,"Mareeba, Queensland, Australia",UTC+10:00
MRH,,May River Airport[1],"May River, Papua New Guinea",UTC+10:00
MRI,PAMR,Merrill Field,"Anchorage, Alaska, United States",UTC−09:00
MRJ,MHMA,Marcala Airport,"Marcala, Honduras",UTC−06:00
MRK,KMKY,Marco Island Airport (FAA: MKY),"Marco Island, Florida, United States",UTC−05:00
MRL,,Miners Lake Airport[1],"Miners Lake, Queensland, Australia",UTC+10:00
MRM,AYMA,Manari Airport,"Manari, Papua New Guinea",UTC+10:00
MRN,KMRN,Foothills Regional Airport (was Morganton-Lenoir Airport),"Morganton, North Carolina, United States",UTC−05:00
MRO,NZMS,Hood Aerodrome,"Masterton, New Zealand",UTC+12:00
MRP,YALA,Marla Airport,"Marla, South Australia, Australia",UTC+09:30
MRQ,RPUW,Marinduque Airport,"Marinduque Island, Philippines",UTC+08:00
MRR,SEMA,José María Velasco Ibarra Airport,"Macará, Ecuador",UTC−05:00
MRS,LFML,Marseille Provence Airport,"Marseille, Provence-Alpes-Côte d'Azur, France",UTC+01:00
MRT,,Moroak Airport,"Moroak, Northern Territory, Australia",UTC+09:30
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,"Plaine Magnien, Mauritius",UTC+04:00
MRV,URMM,Mineralnye Vody Airport,"Mineralnye Vody, Stavropol Krai, Russia",UTC+03:00
MRW,EKMB,Lolland Falster Airport,"Maribo, Denmark",UTC+01:00
MRX,OIAM,Mahshahr Airport,"Bandar-e Mahshahr, Iran",UTC+03:30
MRY,KMRY,Monterey Regional Airport,"Monterey, California, United States",UTC−08:00
MRZ,YMOR,Moree Airport,"Moree, New South Wales, Australia",UTC+10:00
MSA,CZMD,Muskrat Dam Airport,"Muskrat Dam, Ontario, Canada",UTC−06:00
MSC,KFFZ,Falcon Field Airport (FAA: FFZ),"Phoenix, Arizona, United States",UTC−07:00
MSD,,Mount Pleasant Airport (FAA: 43U),"Mount Pleasant, Utah, United States",UTC−07:00
MSE,EGMH,Manston Airport (Kent International Airport),"Manston, England, United Kingdom",UTC±00:00
MSF,YMNS,Mount Swan Airport,"Mount Swan, Northern Territory, Australia",UTC+09:30
MSG,FXMA,Matsaile Airport[1],"Matsaile, Lesotho",UTC+02:00
MSH,OOMA,Masirah Air Base,"Masirah Island, Oman",UTC+04:00
MSI,,Masalembo Airport[1],"Masalembo, Indonesia",UTC+07:00
MSJ,RJSM,Misawa Airport,"Misawa, Honshu, Japan",UTC+09:00
MSL,KMSL,Northwest Alabama Regional Airport,"Muscle Shoals / Florence, Alabama, United States",UTC−06:00
MSM,FZCV,Masi-Manimba Airport,"Masi-Manimba, Democratic Republic of the Congo",UTC+01:00
MSN,KMSN,Dane County Regional Airport (Truax Field),"Madison, Wisconsin, United States",UTC−06:00
MSO,KMSO,Missoula International Airport,"Missoula, Montana, United States",UTC−07:00
MSP,KMSP,Minneapolis–Saint Paul International Airport (Wold–Chamberlain Field),"Minneapolis / St Paul, Minnesota, United States",UTC−06:00
MSQ,UMMS,Minsk National Airport,"Minsk, Belarus",UTC+03:00
MSR,LTCK,Muş Airport,"Muş, Turkey",UTC+03:00
MSS,KMSS,Massena International Airport (Richards Field),"Massena, New York, United States",UTC−05:00
MST,EHBK,Maastricht Aachen Airport,"Maastricht, Netherlands",UTC+01:00
MSU,FXMM,Moshoeshoe I International Airport,"Maseru, Lesotho",UTC+02:00
MSV,KMSV,Sullivan County International Airport,"Monticello, New York, United States",UTC−05:00
MSW,HHMS,Massawa International Airport,"Massawa, Eritrea",UTC+03:00
MSX,FCMM,Mossendjo Airport,"Mossendjo, Republic of the Congo",UTC+01:00
MSY,KMSY,Louis Armstrong New Orleans International Airport,"New Orleans, Louisiana, United States",UTC−06:00
MSZ,FNMO,Moçâmedes Airport (Yuri Gagarin Airport),"Moçâmedes, Angola",UTC+01:00
MTA,NZMA,Matamata Airport,"Matamata, New Zealand",UTC+12:00
MTB,SKML,Montelíbano Airport,"Montelíbano, Colombia",UTC−05:00
MTC,KMTC,Selfridge Air National Guard Base,"Mount Clemens, Michigan, United States",UTC−05:00
MTD,YMSF,Mount Sandford Station Airport[1],"Mount Sandford Station, Northern Territory, Australia",UTC+09:30
MTE,SNMA,Monte Alegre Airport,"Monte Alegre, Pará, Brazil",UTC−03:00
MTF,HAMT,Mizan Teferi Airport,"Mizan Teferi, Ethiopia",UTC+03:00
MTG,,Mato Grosso Airport,"Mato Grosso, Brazil",UTC−04:00
MTH,KMTH,Florida Keys Marathon Airport,"Marathon, Florida, United States",UTC−05:00
MTI,GVMT,Mosteiros Airport,"Mosteiros, Cape Verde",UTC−01:00
MTJ,KMTJ,Montrose Regional Airport,"Montrose, Colorado, United States",UTC−07:00
MTK,NGMN,Makin Airport,"Makin Island (Butaritari), Kiribati",UTC+12:00
MTL,YMND,Maitland Airport,"Maitland, New South Wales, Australia",UTC+10:00
MTM,PAMM,Metlakatla Seaplane Base,"Metlakatla, Alaska, United States",UTC−09:00
MTN,KMTN,Martin State Airport,"Baltimore, Maryland, United States",UTC−05:00
MTO,KMTO,Coles County Memorial Airport,"Mattoon / Charleston, Illinois, United States",UTC−06:00
MTP,KMTP,Montauk Airport,"Montauk, New York, United States",UTC−05:00
MTQ,YMIT,Mitchell Airport,"Mitchell, Queensland, Australia",UTC+10:00
MTR,SKMR,Los Garzones Airport,"Montería, Colombia",UTC−05:00
MTS,FDMS,Matsapha Airport,"Manzini, Eswatini",UTC+02:00
MTT,MMMT,Minatitlán/Coatzacoalcos International Airport,"Minatitlán, Veracruz, Mexico",UTC−06:00
MTU,,Montepuez Airport,"Montepuez, Mozambique",UTC+02:00
MTV,NVSA,Mota Lava Airport,"Mota Lava, Vanuatu",UTC+11:00
MTW,KMTW,Manitowoc County Airport,"Manitowoc, Wisconsin, United States",UTC−06:00
MTX,PABK,Metro Field (FAA: MTF),"Fairbanks, Alaska, United States",UTC−09:00
MTY,MMMY,General Mariano Escobedo International Airport,"Monterrey, Nuevo León, Mexico",UTC−06:00
MTZ,LLMZ,Bar Yehuda Airfield (Masada Airfield),"Masada, Israel",UTC+02:00
MUA,AGGM,Munda Airport,"Munda, New Georgia, Solomon Islands",UTC+11:00
MUB,FBMN,Maun Airport,"Maun, Botswana",UTC+02:00
MUC,EDDM,Munich Airport,"Munich, Bavaria, Germany",UTC+01:00
MUD,FQMD,Mueda Airport,"Mueda, Mozambique",UTC+02:00
MUE,PHMU,Waimea-Kohala Airport,"Kamuela, Hawaii, United States",UTC−10:00
MUF,,Muting Airport,"Muting, Indonesia",UTC+09:00
MUG,MMMG,Mulegé Airstrip,"Mulegé, Baja California Sur, Mexico",UTC−07:00
MUH,HEMM,Marsa Matruh International Airport,"Mersa Matruh, Egypt",UTC+02:00
MUI,KMUI,Muir Army Airfield,"Fort Indiantown Gap, Pennsylvania, United States",UTC−05:00
MUJ,HAMR,Mui Airport,"Mui, Ethiopia",UTC+03:00
MUK,NCMK,Mauke Airport,"Mauke Island, Cook Islands",UTC−10:00
MUL,KMUL,Spence Airport,"Moultrie, Georgia, United States",UTC−05:00
MUN,SVMT,José Tadeo Monagas International Airport,"Maturín, Venezuela",UTC−04:00
MUO,KMUO,Mountain Home Air Force Base,"Mountain Home, Idaho, United States",UTC−07:00
MUP,YMUP,Mulga Park Airport,"Mulga Park, Northern Territory, Australia",UTC+09:30
MUQ,YMUC,Muccan Station Airport,"Muccan Station, Western Australia, Australia",UTC+08:00
MUR,WBGM,Marudi Airport,"Marudi, Sarawak, Malaysia",UTC+08:00
MUS,RJAM,Minami Torishima Airport,"Minami-Tori-shima, Japan",UTC+09:00
MUT,KMUT,Muscatine Municipal Airport,"Muscatine, Iowa, United States",UTC−06:00
MUW,DAOV,Ghriss Airport,"Ghriss, Algeria",UTC+01:00
MUX,OPMT,Multan International Airport,"Multan, Pakistan",UTC+05:00
MUY,FCBM,Mouyondzi Airport,"Mouyondzi, Republic of the Congo",UTC+01:00
MUZ,HTMU,Musoma Airport,"Musoma, Tanzania",UTC+03:00
MVA,BIRL,Mývatn Airport,"Mývatn, Iceland",UTC±00:00
MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,"Franceville, Gabon",UTC+01:00
MVC,KMVC,Monroe County Airport,"Monroeville, Alabama, United States",UTC−06:00
MVD,SUMU,Carrasco Gral. Cesáreo L. Berisso International Airport,"Montevideo, Uruguay",UTC−03:00
MVE,KMVE,Montevideo–Chippewa County Airport,"Montevideo, Minnesota, United States",UTC−06:00
MVF,SBMS,Gov. Dix-Sept Rosado Airport,"Mossoró, Rio Grande do Norte, Brazil",UTC−03:00
MVG,,Mevang Airport,"Mevang, Gabon",UTC+01:00
MVH,,Macksville Airport[1],"Macksville, New South Wales, Australia",UTC+10:00
MVI,,Manetai Airport[1],"Manetai, Papua New Guinea",UTC+11:00
MVK,YMUK,Mulka Airport,"Mulka, South Australia, Australia",UTC+09:30
MVL,KMVL,Morrisville–Stowe State Airport,"Morrisville / Stowe, Vermont, United States",UTC−05:00
MVM,,Kayenta Airport (FAA: 0V7),"Kayenta, Arizona, United States",UTC−07:00
MVN,KMVN,Mount Vernon Airport,"Mount Vernon, Illinois, United States",UTC−06:00
MVO,FTTM,Mongo Airport,"Mongo, Chad",UTC+01:00
MVP,SKMU,Fabio Alberto León Bentley Airport,"Mitú, Colombia",UTC−05:00
MVQ,UMOO,Mogilev Airport,"Mogilev, Belarus",UTC+03:00
MVR,FKKL,Salak Airport,"Maroua, Cameroon",UTC+01:00
MVS,SNMU,Mucuri Airport,"Mucuri, Bahia, Brazil",UTC−03:00
MVT,NTGV,Mataiva Airport,"Mataiva, Tuamotus, French Polynesia",UTC−10:00
MVU,YMGV,Musgrave Airport,"Musgrave, Queensland, Australia",UTC+08:00
MVV,LFHM,Megève Altiport,"Megève, Rhône-Alpes, France",UTC+01:00
MVW,KBVS,Skagit Regional Airport (FAA: BVS),"Burlington / Mount Vernon, Washington, United States",UTC−08:00
MVX,FOGV,Minvoul Airport,"Minvoul, Gabon",UTC+01:00
MVY,KMVY,Martha's Vineyard Airport,"Vineyard Haven, Massachusetts, United States",UTC−05:00
MVZ,FVMV,Masvingo Airport,"Masvingo, Zimbabwe",UTC+02:00
MWA,KMWA,Williamson County Regional Airport,"Marion, Illinois, United States",UTC−06:00
MWB,YMRW,Morawa Airport,"Morawa, Western Australia, Australia",UTC+08:00
MWC,KMWC,Lawrence J. Timmerman Airport,"Milwaukee, Wisconsin, United States",UTC−06:00
MWD,OPMI,PAF Base M.M. Alam,"Mianwali, Pakistan",UTC+05:00
MWE,HSMR,Merowe Airport,"Merowe, Sudan",UTC+03:00
MWF,NVSN,Maewo-Naone Airport,"Maewo, Vanuatu",UTC+11:00
MWG,,Marawaka Airport,"Marawaka, Papua New Guinea",UTC+10:00
MWH,KMWH,Grant County International Airport,"Moses Lake, Washington, United States",UTC−08:00
MWI,,Maramuni Airport[1],"Maramuni, Papua New Guinea",UTC+10:00
MWJ,SYMR,Matthews Ridge Airport,"Matthew's Ridge, Guyana",UTC−04:00
MWK,WIOM,Matak Airport (Tarempa Airport),"Matak, Indonesia",UTC+07:00
MWL,KMWL,Mineral Wells Airport,"Mineral Wells, Texas, United States",UTC−06:00
MWM,KMWM,Windom Municipal Airport,"Windom, Minnesota, United States",UTC−06:00
MWN,HTMD,Mwadui Airport[1],"Mwadui, Tanzania",UTC+03:00
MWO,KMWO,Middletown Regional Airport (Hook Field),"Middletown, Ohio, United States",UTC−05:00
MWQ,VYMW,Magway Airport,"Magway, Myanmar",UTC+06:30
MWR,,Motswari Airstrip[1],"Motswari, South Africa",UTC+02:00
MWT,YMWT,Moolawatana Airport,"Moolawatana Station, South Australia, Australia",UTC+09:30
MWU,,Mussau Island Airport,"Mussau Island, Papua New Guinea",UTC+10:00
MWV,VDMK,Mondulkiri Airport[1],"Senmonorom, Cambodia",UTC+07:00
MWX,RKJB,Muan International Airport[1],"Muan, South Korea",UTC+09:00
MWY,YMIR,Miranda Downs Airport,"Miranda Downs, Queensland, Australia",UTC+10:00
MWZ,HTMW,Mwanza Airport,"Mwanza, Tanzania",UTC+03:00
MXA,KMXA,Manila Municipal Airport,"Manila, Arkansas, United States",UTC−06:00
MXB,WAWM,Andi Jemma Airport,"Masamba, Indonesia",UTC+08:00
MXC,,Monticello Airport (FAA: U43),"Monticello, Utah, United States",UTC−07:00
MXD,YMWX,Marion Downs Airport,"Marion Downs Station, Queensland, Australia",UTC+10:00
MXE,KMEB,Laurinburg–Maxton Airport (FAA: MEB),"Laurinburg / Maxton, North Carolina, United States",UTC−05:00
MXF,KMXF,Maxwell Air Force Base,"Montgomery, Alabama, United States",UTC−06:00
MXG,,Marlboro Airport[1] (FAA: 9B1),"Marlborough, Massachusetts, United States",UTC−05:00
MXH,AYMR,Moro Airport,"Moro, Papua New Guinea",UTC+10:00
MXI,RPMQ,Mati Airport (Imelda R. Marcos Airport),"Mati, Philippines",UTC+08:00
MXJ,DNMN,Minna Airport,"Minna, Nigeria",UTC+01:00
MXK,,Mindik Airport,"Mindik, Papua New Guinea",UTC+10:00
MXL,MMML,General Rodolfo Sánchez Taboada International Airport,"Mexicali, Baja California, Mexico",UTC−08:00
MXM,FMSR,Morombe Airport,"Morombe, Madagascar",UTC+03:00
MXN,LFRU,Morlaix – Ploujean Airport,"Morlaix, Brittany, France",UTC+01:00
MXO,KMXO,Monticello Regional Airport,"Monticello, Iowa, United States",UTC−06:00
MXP,LIMC,Milan–Malpensa Airport,"Milan, Lombardy, Italy",UTC+01:00
MXR,,Myrhorod Air Base,"Myrhorod, Ukraine",UTC+02:00
MXS,NSMA,Maota Airport,"Maota, Samoa",UTC+13:00
MXT,FMMO,Maintirano Airport,"Maintirano, Madagascar",UTC+03:00
MXU,YMWA,Mullewa Airport,"Mullewa, Western Australia, Australia",UTC+08:00
MXV,ZMMN,Mörön Airport,"Mörön, Mongolia",UTC+08:00
MXW,ZMMG,Mandalgovi Airport,"Mandalgovi, Mongolia",UTC+08:00
MXX,ESKM,Mora–Siljan Airport,"Mora, Sweden",UTC+01:00
MXY,PAMX,McCarthy Airport (FAA: 15Z),"McCarthy, Alaska, United States",UTC−09:00
MXZ,ZGMX,Meixian Airport,"Meizhou, Guangdong, China",UTC+08:00
MYA,YMRY,Moruya Airport,"Moruya, New South Wales, Australia",UTC+10:00
MYB,FOOY,Mayumba Airport,"Mayumba, Gabon",UTC+01:00
MYC,SVBS,Mariscal Sucre Airport[1],"Maracay, Venezuela",UTC−04:00
MYD,HKML,Malindi Airport,"Malindi, Kenya",UTC+03:00
MYE,RJTQ,Miyakejima Airport,"Miyake-jima, Japan",UTC+09:00
MYF,KMYF,Montgomery Field Airport,"San Diego, California, United States",UTC−08:00
MYG,MYMM,Mayaguana Airport (Abraham's Bay Airport),"Mayaguana, Bahamas",UTC−05:00
MYH,,Marble Canyon Airport[1] (FAA: L41),"Marble Canyon, Arizona, United States",UTC−07:00
MYI,YMUI,Murray Island Airport,"Murray Island, Queensland, Australia",UTC+10:00
MYJ,RJOM,Matsuyama Airport,"Matsuyama, Shikoku, Japan",UTC+09:00
MYK,,May Creek Airport,"May Creek, Alaska, United States",UTC−09:00
MYL,KMYL,McCall Municipal Airport,"McCall, Idaho, United States",UTC−07:00
MYM,SYMM,Monkey Mountain Airport,"Monkey Mountain, Guyana",UTC−04:00
MYN,OYMB,Marib Airport,"Ma'rib, Yemen",UTC+03:00
MYO,YMYR,Myroodah Airport,"Myroodah Station, Western Australia, Australia",UTC+08:00
MYP,UTAM,Mary International Airport,"Mary, Turkmenistan",UTC+05:00
MYQ,VOMY,Mysore Airport (Mandakalli Airport),"Mysore, Karnataka, India",UTC+05:30
MYR,KMYR,Myrtle Beach International Airport,"Myrtle Beach, South Carolina, United States",UTC−05:00
MYT,VYMK,Myitkyina Airport,"Myitkyina, Myanmar",UTC+06:30
MYU,PAMY,Mekoryuk Airport,"Mekoryuk, Alaska, United States",UTC−09:00
MYV,KMYV,Yuba County Airport,"Marysville, California, United States",UTC−08:00
MYW,HTMT,Mtwara Airport,"Mtwara, Tanzania",UTC+03:00
MYX,,Menyamya Airport,"Menyamya, Papua New Guinea",UTC+10:00
MYY,WBGR,Miri Airport,"Miri, Sarawak, Malaysia",UTC+08:00
MYZ,FWMY,Monkey Bay Airport,"Monkey Bay, Malawi",UTC+02:00
MZA,SPMF,Manuel Prado Ugarteche Airport[1],"Mazamari, Peru",UTC−05:00
MZB,FQMP,Mocímboa da Praia Airport,"Mocímboa da Praia, Mozambique",UTC+02:00
MZC,FOOM,Mitzic Airport,"Mitzic, Gabon",UTC+01:00
MZD,,Méndez Airport,"Santiago de Méndez, Ecuador",UTC−05:00
MZE,MZSL,Manatee Airport[1],"Spanish Lookout, Belize",UTC−06:00
MZF,FAMW,Wild Coast Sun Airport,"Mzamba, South Africa",UTC+02:00
MZG,RCQC,Magong Airport,"Magong, Taiwan",UTC+08:00
MZH,LTAP,Amasya Merzifon Airport,"Amasya, Turkey",UTC+03:00
MZI,GAMB,Mopti Airport (Ambodedjo Airport),"Mopti, Mali",UTC±00:00
MZJ,KMZJ,Pinal Airpark,"Marana, Arizona, United States",UTC−07:00
MZK,NGMK,Marakei Airport,"Marakei, Kiribati",UTC+12:00
MZL,SKMZ,La Nubia Airport (Santaguida Airport),"Manizales, Colombia",UTC−05:00
MZM,LFSF,Metz-Frescaty Air Base,"Metz, Lorraine, France",UTC+01:00
MZN,,Minj Airport,"Minj, Papua New Guinea",UTC+10:00
MZO,MUMZ,Sierra Maestra Airport,"Manzanillo, Cuba",UTC−05:00
MZP,NZMK,Motueka Aerodrome,"Motueka, New Zealand",UTC+12:00
MZQ,FAMU,Mkuze Airport[1],"Mkuze, South Africa",UTC+02:00
MZR,OAMS,Mazar-e Sharif International Airport,"Mazar-i-Sharif, Afghanistan",UTC+04:30
MZT,MMMZ,General Rafael Buelna International Airport,"Mazatlán, Sinaloa, Mexico",UTC−07:00
MZU,VEMZ,Muzaffarpur Airport,"Muzaffarpur, Bihar, India",UTC+05:30
MZV,WBMU,Mulu Airport,"Mulu, Sarawak, Malaysia",UTC+08:00
MZW,DAAY,Mécheria Airport,"Mécheria, Algeria",UTC+01:00
MZX,HAML,Mena Airport,"Mena, Ethiopia",UTC+03:00
MZY,FAMO,Mossel Bay Airport,"Mossel Bay, South Africa",UTC+02:00
MZZ,KMZZ,Marion Municipal Airport,"Marion, Indiana, United States",UTC−05:00
NAA,YNBR,Narrabri Airport[1],"Narrabri, New South Wales, Australia",
NAC,YNRC,Naracoorte Airport[1],"Naracoorte, South Australia, Australia",
NAD,,Macanal Airport[1],"Macanal, Colombia",
NAE,DBBN,Boundétingou Airport,"Natitingou, Benin",
NAF,,Banaina Airport[1],"Banaina, Indonesia",
NAG,VANP,Dr. Babasaheb Ambedkar International Airport,"Nagpur, Maharashtra, India",
